Ticker,Sector,Industry,MarketCap,PE,ForwardPE,PB,PS,PEG,EPS,RevenueGrowth,EarningsGrowth,ROE,ROA,GrossMargin,OperatingMargin,NetMargin,DebtEquity,CurrentRatio,DivYield,Beta,ShortFloat,InstOwnership
TXMD,Healthcare,Drug Manufacturers - Specialty & Generic,25926574.0,224.0,6.4,0.94474906,9.2727375,,0.01,0.433,,0.0026800002,-0.02733,1.0,-0.37755,0.108009994,23.623,2.933,,0.537,0.0053,0.29253
TXRH,Consumer Cyclical,Restaurants,11303703552.0,28.014755,22.355015,7.7140794,1.9230281,,6.1,0.031,-0.259,0.29021,0.08811,0.16530001,0.06531,0.06899,65.922,0.497,1.76,0.866,0.048600003,1.00563
TXUE,,,,,,,,,,,,,,,,,,,0.97,,,
TXUG,,,,,,,,,,,,,,,,,,,0.49,,,
TXXD,,,,,,,,,,,,,,,,,,,,,,
TXXS,,,,,,,,,,,,,,,,,,,,,,
TYGO,Technology,Solar,288575200.0,,30.97381,9.720101,2.7871966,,-0.03,0.738,,-0.10442001,-0.03726,0.42836,0.011089999,-0.01816,9.677,1.496,,1.198,0.0083,0.16038999
TYRA,Healthcare,Biotechnology,2001163392.0,,-14.962584,7.6978865,,,-2.01,,,-0.39828,-0.25683,0.0,0.0,0.0,2.242,14.671,,1.064,0.1534,1.07834
TZOO,Communication Services,Internet Content & Information,68108464.0,15.195122,6.62766,-9.055232,0.7425775,,0.41,0.087,,5.15588,0.08637,0.80292,0.02456,0.051230002,,0.685,,0.773,0.1358,0.39115003
UAE,,,,8.821045,,,,,,,,,,,,,,,3.71,,,
UBCP,Financial Services,Banks - Regional,94578312.0,12.22388,10.237499,1.422863,2.9690917,,1.34,0.174,0.139,0.11934,,0.0,0.22672,0.24338,,,4.7,0.384,0.0014,0.13137999
UBFO,Financial Services,Banks - Regional,176876096.0,14.371429,,1.2662052,3.6633203,,0.7,0.22,0.355,0.09101,0.00999,0.0,0.39145002,0.2545,,,4.77,0.299,0.0076,0.37892
UBND,,,,,,,,,,,,,,,,,,,4.55,,,
UBRL,,,,,,,,,,,,,,,,,,,12.62,,,
UBSI,Financial Services,Banks - Regional,5515435008.0,12.097859,10.549334,1.0045198,4.5878534,,3.27,0.294,0.32,0.08859,0.01459,0.0,0.56445,0.38647,,,3.79,0.774,0.0358,0.72693
UBXG,Technology,Software - Infrastructure,51483048.0,,,1.8579235,1.7349236,,-0.37,-0.445,,-0.16529,-0.10277,0.00848,-0.22079,-0.09161,2.089,10.24,,,0.0058999998,0.00585
UCAR,Consumer Cyclical,Auto & Truck Dealerships,811843.0,,,0.016412692,0.016626246,,-2.21,0.344,,-0.17011999,-0.05898,0.35974997,-0.98483,-0.95018995,9.073,2.225,,1.194,0.060399998,0.00044
UCFI,Financial Services,Shell Companies,287867104.0,30.616667,,16.208824,11.081669,,0.18,0.842,1.135,,,0.64058,0.57989,0.35079,28.146,1.209,,-0.524,,0.01368
UCFIW,,,,,,0.2647059,,,,0.842,1.135,,,0.64058,0.57989,0.35079,28.146,1.209,,-0.524,,
UCL,Communication Services,Telecom Services,53062028.0,14.099999,2.9375,1.8626155,0.6514755,,0.1,-0.146,,0.24989,0.07498,0.52405,-0.07276,0.077360004,31.248,1.666,,,0.00029999999,0.17759001
UCRD,,,,,,,,,,,,,,,,,,,4.05,,,
UCTT,Technology,Semiconductor Equipment & Materials,2623410432.0,,16.740204,3.6906435,1.2772202,,-4.0,-0.1,,-0.19955,0.01497,0.15720999,0.02151,-0.08821999,83.369,3.192,,1.879,0.0766,0.95343
UCYB,,,,,,,,,,,,,,,,,,,2.52,,,
UDMY,Consumer Defensive,Education & Training Services,676209984.0,155.0,7.4745626,3.2585845,0.8561311,,0.03,-0.03,,0.01867,0.00118,0.65634,0.00154,0.00482,4.859,1.31,,1.701,0.0939,0.94287
UECG,,,,,,,,,,,,,,,,,,,,,,
UEIC,Technology,Consumer Electronics,56805952.0,,42.5,0.36656892,0.15424329,,-1.41,-0.206,,-0.12429,-0.00811,0.29262,0.015310001,-0.0505,22.906,1.719,,1.409,0.0167,0.72025
UEVM,,,,11.093461,,,,,,,,,,,,,,,3.54,,,
UFCS,Financial Services,Insurance - Property & Casualty,929002752.0,8.125,9.758714,0.9870652,0.67007697,,4.48,0.098,0.2,0.13722,0.02715,0.114829995,0.14047,0.08525,16.932,0.681,2.2,0.392,0.0147,0.67810994
UFG,Industrials,Marine Shipping,29543150.0,91.00001,18.2,2.394737,0.15102251,,0.01,0.545,-0.168,0.01915,0.0078799995,0.0194,0.00161,0.00082,7.522,1.642,,,0.0341,0.03001
UFIV,,,,,,,,,,,,,,,,,,,3.86,,,
UFO,,,,20.515156,,,,,,,,,,,,,,,0.4,,,
UFPI,Basic Materials,Lumber & Wood Production,4929094656.0,17.355999,14.096816,1.6036812,0.7798777,,5.0,-0.09,-0.397,0.093389995,0.05582,0.16774,0.04061,0.04664,11.553,4.59,1.66,1.429,0.0253,0.87316
UFPT,Healthcare,Medical Devices,1473625984.0,21.834286,16.681948,3.4765441,2.4446473,,8.75,0.034,0.068,0.17820999,0.090500005,0.2827,0.14104,0.11333,36.445,2.685,,1.146,0.17860001,1.159
UG,Consumer Defensive,Household & Personal Products,28760438.0,14.55814,,2.7181938,2.858799,,0.43,-0.26,-0.69,0.17848,0.10212,0.50595003,0.09498999,0.19481,,7.039,7.92,0.999,0.002,0.21576999
UGRO,Industrials,Farm & Heavy Construction Machinery,1638536.0,,-9.083334,-0.029674804,0.07768021,,-73.71,-0.701,,,-0.6418,-0.04328,-0.93794996,-2.00493,,0.053,,1.892,0.055999998,0.03973
UHG,Consumer Cyclical,Residential Construction,68239568.0,,,1.1897435,0.16779177,,-0.28,-0.085,2.781,-0.26162001,-6.0000002e-05,0.17657,0.01163,-0.03996,257.237,3.631,,1.192,,0.31513
UHGWW,,,,,,0.176,,,,,,,,,,,,,,,,
UITB,,,,,,,,,,,,,,,,,,,4.01,,,
UIVM,,,,12.051414,,,,,,,,,,,,,,,3.15,,,
UK,Real Estate,Real Estate Services,3118570.0,,,0.07287937,0.02127279,,-1.0,-0.454,,-0.41881,-0.06137,0.59142,-0.16182,-0.22288999,6.805,0.943,,0.958,0.0155,8.0000005e-05
ULBI,Industrials,Electrical Equipment & Parts,107052728.0,,7.1444445,0.8237253,0.56001925,,-0.35,0.106,,-0.045029998,0.01795,0.24075001,0.03249,-0.03085,40.397,2.834,,0.825,0.009,0.75335
ULCC,Industrials,Airlines,730158912.0,,8.72883,1.4832089,0.19606845,,-0.6,-0.005,0.01,-0.25023,-0.04216,0.028199999,-0.09629,-0.03679,1112.627,0.456,,2.552,0.3824,0.54993
ULH,Industrials,Trucking,465605536.0,,12.712231,0.86102724,0.2987721,,-3.79,-0.171,,-0.16822,0.0211,0.19743,0.04538,-0.06409,179.766,1.204,2.41,0.886,0.0585,0.29083002
ULTI,,,,,,,,,,,,,,,,,,,,,,
ULVM,,,,19.355223,,,,,,,,,,,,,,,1.59,,,
UMBF,Financial Services,Banks - Regional,8301934080.0,11.737352,8.309792,1.1193693,3.3237586,,9.29,0.676,0.126,0.12588,0.0113699995,0.0,0.42957002,0.28121,,,1.58,0.773,0.0359,0.95432
UMBFO,Financial Services,Banks - Regional,,,,0.265881,,,,0.676,0.126,0.12588,0.0113699995,0.0,0.42957002,0.28121,,,7.48,0.773,,
UMMA,,,,23.41544,,,,,,,,,,,,,,,0.87,,,
UNB,Financial Services,Banks - Regional,103104520.0,9.259259,,1.2743543,1.9197237,,2.43,0.091,-0.094,0.1504,0.00704,0.0,0.21414,0.20629999,,,6.33,0.387,0.024400001,0.20417999
UNCY,Healthcare,Biotechnology,144637088.0,,1.1504273,3.743048,,,-3.44,,,-1.0228701,-0.44224998,0.0,0.0,0.0,0.707,3.83,,1.817,0.0942,0.39736998
UNHG,,,,,,,,,,,,,,,,,,,,,,
UNIT,Real Estate,REIT - Specialty,1795439872.0,1.5420946,-10.577465,4.720302,0.8035085,,4.87,2.127,,,0.03309,0.66077006,0.22928,0.58389,2651.63,0.739,,1.539,0.0999,0.93807
UNIY,,,,,,,,,,,,,,,,,,,4.82,,,
UNTY,Financial Services,Banks - Regional,495747744.0,8.708995,7.5678163,1.4260548,3.8769364,,5.67,0.218,0.355,0.18075001,0.02062,0.0,0.6056,0.45319998,,,1.21,0.65,0.0095999995,0.51536
UONE,Communication Services,Broadcasting,25264412.0,,,0.3141771,0.06748496,,-32.94,-0.165,,-1.12832,,0.66504997,0.0127799995,-0.39231,641.25,,,0.398,0.0543,0.23865
UONEK,Communication Services,Broadcasting,28782562.0,,,0.33318424,0.07688245,,-32.94,-0.165,,-1.12832,,0.66504997,0.0127799995,-0.39231,641.25,,,0.398,,0.27809998
UPB,Healthcare,Biotechnology,468514592.0,,-2.7852826,1.2366282,167.38641,,-6.4,0.125,,-0.408,-0.28152,1.0,-55.39385,0.0,0.375,32.669,,,0.1363,0.95392996
UPBD,Technology,Software - Application,1000203904.0,13.768,3.6630034,1.4330918,0.21303321,,1.25,0.109,-0.382,0.11058,0.07462,0.48384997,0.094799995,0.0156,266.864,2.515,9.06,1.841,0.1153,0.97033
UPC,Healthcare,Drug Manufacturers - Specialty & Generic,1352011.0,,,0.024087438,0.07570588,,-8.06,-0.141,,-0.07226,-0.02656,0.35283002,-0.06767,-0.20562,16.492,4.069,,1.57,0.0235,0.0519
UPGR,,,,26.406183,,,,,,,,,,,,,,,0.38,,,
UPLD,Technology,Software - Application,16719657.0,,0.66767436,-0.34569535,0.07709316,,-1.56,-0.275,,-0.41915,0.02204,0.74751,0.15183,-0.17938,291.406,0.803,,1.279,0.0231,0.47057
UPSG,,,,,,,,,,,,,,,,,,,,,,
UPST,Financial Services,Credit Services,2547632128.0,57.733334,8.294119,3.1885126,2.3687422,,0.45,0.344,,0.07486,0.01739,0.82485,0.08876,0.049840003,237.456,13.103,,2.193,0.3,0.68741995
UPWK,Communication Services,Internet Content & Information,1473133696.0,13.422619,6.5014067,2.3353355,1.8699716,,0.84,0.036,-0.889,0.19147,0.06656,0.77817,0.1426,0.14652,58.883,1.462,,1.129,0.2364,1.07073
UPXI,Communication Services,Internet Content & Information,73505008.0,,-3.7192981,1.3659793,2.9709647,,-0.86,1.01,,-4.68502,-0.49861,0.80667,-21.60229,0.0,438.198,2.2,,-0.346,0.26610002,0.26994
URBN,Consumer Cyclical,Apparel Retail,5685970432.0,12.527668,9.895889,2.0196903,0.9222423,,5.06,0.101,-0.174,0.17588,0.07972,0.36003,0.08808,0.07541,43.533,1.508,,1.213,0.0872,0.77408
URGN,Healthcare,Biotechnology,857781824.0,,19.100271,-8.078863,7.8130746,,-3.19,0.54,,,-0.32104,0.88663,-0.50519,-1.39809,,4.008,,1.367,0.1672,0.97842
URNJ,,,,,,,,,,,,,,,,,,,4.77,,,
UROY,Energy,Uranium,481910976.0,109.666664,903.6314,1.7370846,8.826047,,0.03,4164.0,,0.012920001,0.00433,0.1991,0.17773001,0.080290005,0.044,325.28,,1.691,,0.31038
USAF,,,,28.228422,,,,,,,,,,,,,,,2.38,,,
USAR,Basic Materials,Other Industrial Metals & Mining,3539355904.0,,-52.387096,-30.526316,,,-2.23,,,-36.46635,-0.124069996,0.0,0.0,0.0,,16.511,,1.085,0.1508,0.32127997
USAU,Basic Materials,Gold,232181744.0,,-11.907173,4.414893,,,-1.67,,,-0.55994,-0.25865,0.0,0.0,0.0,0.13,26.623,,0.748,0.0925,0.32584998
USCB,Financial Services,Banks - Regional,331364288.0,13.544776,8.081033,1.5157841,3.7687151,,1.34,-0.201,-0.777,0.120670006,0.00972,0.0,0.21181,0.29684,,,2.78,0.594,0.0112,0.64041
USCL,,,,25.294935,,,,,,,,,,,,,,,1.12,,,
USDX,,,,,,,,,,,,,,,,,,,4.09,,,
USEA,Industrials,Marine Shipping,18067468.0,,-197.0,0.31656757,0.4781651,,-0.7,-0.391,,-0.10663,-0.00035,0.45161,-0.09936,-0.16445999,114.828,,20.1,0.672,0.0759,0.03447
USEG,Energy,Oil & Gas E&P,52538500.0,,-4.125,1.4082503,7.710376,,-0.43,-0.68,,-0.59402,-0.19309,0.23201999,-1.3030299,-2.10948,12.052,0.33,,0.581,0.0422,0.13968
USFI,,,,,,,,,,,,,,,,,,,,,,
USGG,,,,,,,,,,,,,,,,,,,,,,
USGO,Basic Materials,Other Industrial Metals & Mining,140961328.0,,,18.566433,,,-0.53,,,-1.15993,-0.65446,0.0,0.0,0.0,1.162,13.573,,,0.075,0.07145
USGOW,,,,,,1.048951,,,,,,,,,,,,,,,,
USIG,,,,,,,,,,,,,,,,,,,4.56,,,
USIN,,,,,,,,,,,,,,,,,,,3.77,,,
USIO,Technology,Software - Infrastructure,28673230.0,,-29.999998,1.6253868,0.33577716,,-0.02,0.082,,-0.13555,-0.012180001,0.23061001,-0.056599997,-0.02942,21.716,1.082,,,0.00090000004,0.16542
USLM,Basic Materials,Building Materials,3396541696.0,25.314104,19.169903,5.3720584,9.1126795,,4.68,0.098,0.129,0.23797001,0.16118,0.5561,0.40952998,0.36025003,0.636,19.267,0.2,1.009,0.0465,0.3149
USMC,,,,28.194777,,,,,,,,,,,,,,,0.8,,,
USOI,,,,,,,,,,,,,,,,,,,21.91,,,
USOY,,,,,,,,,,,,,,,,,,,86.71,,,
USRD,,,,32.75353,,,,,,,,,,,,,,,0.42,,,
USSH,,,,,,,,,,,,,,,,,,,3.62,,,
USTB,,,,,,,,,,,,,,,,,,,4.58,,,
USVM,,,,13.640553,,,,,,,,,,,,,,,1.77,,,
USVN,,,,,,,,,,,,,,,,,,,4.03,,,
USXF,,,,27.282883,,,,,,,,,,,,,,,0.92,,,
UTEN,,,,,,,,,,,,,,,,,,,4.35,,,
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,22977982464.0,18.811626,15.996339,3.224434,7.2196507,,27.87,0.074,0.245,0.19715,0.12425,0.87921995,0.44989,0.41936,0.53,6.605,,0.859,0.052399997,0.98087
UTHY,,,,,,,,,,,,,,,,,,,4.78,,,
UTMD,Healthcare,Medical Instruments & Supplies,207053312.0,18.571838,,1.7265975,5.375216,,3.48,-0.012,-0.064,0.09536,0.05815,0.57116,0.31114998,0.29299,0.189,37.622,1.92,0.324,0.0374,0.69612
UTRE,,,,,,,,,,,,,,,,,,,3.83,,,
UTSI,Technology,Communication Equipment,23580936.0,,-15.5625,0.5397789,2.407938,,-0.67,-0.19,,-0.13412,-0.07318,0.1983,-0.8962,-0.62024,2.63,2.986,,-0.135,0.002,0.01323
UTWO,,,,,,,,,,,,,,,,,,,3.85,,,
UTWY,,,,,,,,,,,,,,,,,,,4.89,,,
UUUG,,,,,,,,,,,,,,,,,,,,,,
UVSP,Financial Services,Banks - Regional,938274816.0,10.527157,8.994549,0.9835234,2.9853888,,3.13,0.069,0.219,0.09915,0.01096,0.0,0.34947,0.28877002,,,2.67,0.633,0.015700001,0.8038
UXIN,Consumer Cyclical,Auto & Truck Dealerships,700975424.0,,-34.4355,-24.570976,0.24876253,,-35.46,0.768,,,,0.06762,-0.041479997,-0.07303,1546.619,0.723,,1.531,0.005,0.00612
UYLD,,,,,,,,,,,,,,,,,,,4.93,,,
UYSC,Financial Services,Shell Companies,79340480.0,,,73.475174,,,-0.02,,,,,0.0,0.0,0.0,28.868,0.23,,,0.0072000003,0.68258005
UYSCR,,,,,,1.1347517,,,,,,,,0.0,0.0,0.0,28.868,0.23,,,,
UYSCU,Financial Services,Shell Companies,69446000.0,,,73.75886,,,,,,,,0.0,0.0,0.0,28.868,0.23,,,,0.11969
VABK,Financial Services,Banks - Regional,205640432.0,10.740846,,1.1166428,3.5784714,,3.55,0.068,0.295,0.111829996,0.01179,0.0,0.53663,0.33516997,,,3.77,0.464,0.0058,0.49815
VACH,Financial Services,Shell Companies,332062496.0,35.0,,-25.240383,,,0.3,,-0.377,,-0.00421,0.0,0.0,0.0,,0.15,,,,1.2714499
VACHU,Financial Services,Shell Companies,,,,-27.620192,,,,,-0.377,,-0.00421,0.0,0.0,0.0,,0.15,,,,0.00821
VACHW,,,,,,-0.31249997,,,,,-0.377,,-0.00421,0.0,0.0,0.0,,0.15,,,,
VALG,,,,,,,,,,,,,,,,,,,,,,
VALN,Healthcare,Biotechnology,896566016.0,,12.740741,14.550647,5.1332364,,-1.56,-0.099,,-0.80156,-0.113520004,-0.10182,-0.5805,-0.65953004,195.208,2.384,,1.271,0.0017,0.060560003
VALU,Financial Services,Financial Data & Stock Exchanges,334279456.0,15.2136755,,3.1013153,9.882615,,2.34,-0.077,0.148,0.21289,0.020550001,0.82149005,0.121309996,0.65050006,2.424,4.073,3.57,1.231,0.0112,0.05929
VANI,Healthcare,Biotechnology,94199048.0,,-3.3142858,55.238094,,,-0.45,,,-2.65017,-0.50054,0.0,0.0,0.0,1397.479,0.611,,3.363,0.005,0.067210004
VAVX,,,,,,,,,,,,,,,,,,,,,,
VBIL,,,,,,,,,,,,,,,,,,,3.41,,,
VBIX,Communication Services,Internet Content & Information,20273746.0,,,3.6468327,1.8337325,,-4.82,-0.567,,-2.79337,-0.13686,0.1761,-0.46300998,-1.99041,64.712,0.48,,1.97,0.006,0.01135
VBNK,Financial Services,Banks - Regional,429089216.0,18.845072,7.1000266,1.0850806,3.3201218,,0.71,0.336,0.237,0.058969997,0.00565,0.0,0.42631,0.24284,,,0.55,0.977,,0.36242
VC,Consumer Cyclical,Auto Parts,2326943488.0,11.714285,8.950461,1.4576033,0.617554,,7.28,0.01,-0.903,0.13899,0.06651,0.14119,0.07384,0.053340003,26.105,1.799,1.76,1.172,0.14850001,1.15958
VCEL,Healthcare,Biotechnology,1594475904.0,98.15625,41.22047,4.4833,5.7716703,,0.32,0.233,0.189,0.051090002,0.014989999,0.74423,0.24123,0.05979,27.321,5.034,,1.194,0.1223,1.0745701
VCIC,Financial Services,Shell Companies,312693344.0,,,-126.90476,,,,,-0.517,,,0.0,0.0,0.0,,0.505,,,0.0007,1.02821
VCICU,Financial Services,Shell Companies,,,,-133.45238,,,,,-0.517,,,0.0,0.0,0.0,,0.505,,,,0.011089999
VCICW,,,,,,-13.333334,,,,,-0.517,,,0.0,0.0,0.0,,0.505,,,,
VCIG,Industrials,Consulting Services,3776777.0,0.00217178,,0.00022356489,0.027249323,,764.35,0.219,-0.838,0.060549997,0.03145,0.51168996,0.22945999,0.19434999,0.401,2.295,,1.748,0.0106,0.00061
VCIT,,,,,,,,,,,,,,,,,,,4.59,,,
VCLT,,,,,,,,,,,,,,,,,,,5.41,,,
VCRB,,,,30.405457,,,,,,,,,,,,,,,4.35,,,
VCSH,,,,,,,,,,,,,,,,,,,4.34,,,
VCTR,Financial Services,Asset Management,4427949056.0,16.713236,8.939973,1.8042071,3.3901265,,4.08,0.61,0.154,0.18614,0.107159995,0.56560004,0.45069,0.2527,41.886,2.168,2.87,1.046,0.0691,0.8241
VCYT,Healthcare,Diagnostics & Research,2529956352.0,38.82927,17.968803,1.929463,4.8921604,,0.82,0.185,7.12,0.053390004,0.0291,0.72165,0.17501,0.12831001,3.028,8.148,,1.956,0.077,1.10833
VECO,Technology,Semiconductor Equipment & Materials,1851016448.0,51.949154,14.628815,2.0901527,2.7864416,,0.59,-0.094,-0.929,0.042729996,0.022090001,0.39953998,0.03556,0.05327,29.589,4.748,,1.192,0.1125,1.05751
VEEA,Technology,Information Technology Services,32361660.0,1.6461539,,-7.5529413,121.84819,,0.39,1.859,,,-0.47449002,0.68463,-23.73164,0.0,,0.575,,0.222,0.0292,0.02984
VEEAW,,,,,,-0.63058823,,,,1.859,,,-0.47449002,0.68463,-23.73164,0.0,,0.575,,0.222,,
VEEE,Consumer Cyclical,Recreational Vehicles,3394673.0,,,0.06541528,0.2290737,,-4.37,0.604,,-0.52669,-0.24250999,0.08483,-0.85831,-0.58082,4.021,2.182,,1.158,0.0028,0.011410001
VELO,Technology,Computer Hardware,288395552.0,,,8.124133,5.8667064,,-46.18,0.654,,-2.24166,-0.34285,-0.01835,-0.77933,-1.47846,108.403,1.575,,2.035,0.1886,0.28070998
VEON,Communication Services,Telecom Services,3647713280.0,6.575333,5.3382764,2.5307913,0.8292142,,7.5,0.173,,0.40886003,0.08753,0.88043,0.27583,0.12094,314.871,0.906,,1.61,0.0047,0.26595
VERA,Healthcare,Biotechnology,2892045056.0,,-13.315722,4.7783537,,,-4.66,,,-0.5071,-0.28361,0.0,0.0,0.0,12.788,13.635,,1.169,0.121400006,1.15222
VERI,Technology,Software - Infrastructure,248794336.0,,-13.246005,11.991151,2.5380185,,-1.97,0.324,,,-0.18120001,0.67847,-0.54269004,-0.42603,729.891,1.31,,2.29,0.09770001,0.30607998
VERU,Healthcare,Biotechnology,36434228.0,,-1.8916665,0.98140943,,,-1.21,,,-0.60247004,-0.42924,0.0,0.0,0.0,8.02,5.164,,-1.45,0.0507,0.24264999
VERX,Technology,Software - Application,2057045632.0,321.5,14.615629,7.9089785,2.7484295,,0.04,0.091,,0.03291,0.00243,0.64347,0.0287,0.00963,135.475,0.976,,0.719,0.113900006,1.10585
VFF,Consumer Defensive,Farm Products,293415136.0,50.8,10.16,0.97993827,1.3587998,,0.05,0.093,,0.073130004,0.042140003,0.40605,0.09186,0.15022999,12.484,2.636,,1.296,0.0458,0.21675
VFLO,,,,16.734676,,,,,,,,,,,,,,,1.42,,,
VFS,Consumer Cyclical,Auto Manufacturers,6691073024.0,,-2.9586105,-4.433624e-05,,,-1.58,1.389,,,-0.26505,-0.42532003,0.0,-1.07314,,0.512,,1.121,0.047399998,0.00169
VFSWW,,,,,,-2.1284495e-06,,,,1.389,,,-0.26505,-0.42532003,0.0,-1.07314,,0.512,,1.121,,
VGAS,Utilities,Utilities - Renewable,80189312.0,,,1.0416666,,,-0.35,,,-0.23732,-0.16296,0.0,0.0,0.0,0.439,19.778,,-0.377,0.0336,0.06651
VGASW,,,,,,0.017766204,,,,,,,,,,,,,,,,
VGIT,,,,,,,,,,,,,,,,,,,3.74,,,
VGLT,,,,,,,,,,,,,,,,,,,4.3,,,
VGSH,,,,,,,,,,,,,,,,,,,3.95,,,
VGSR,,,,21.114553,,,,,,,,,,,,,,,3.15,,,
VGUS,,,,,,,,,,,,,,,,,,,3.41,,,
VHC,Technology,Software - Infrastructure,59837860.0,,7.655738,2.0428698,564.5081,,-4.9,28.0,,-0.47772,-0.25120002,1.0,-71.44828,0.0,27.077,13.723,,2.269,0.0446,0.12817
VHCP,,,303600000.0,,,-1980.0,,,,,,,,,,,,,,,,
VHCPU,Financial Services,Shell Companies,,,,-2002.0001,,,,,,,,0.0,0.0,0.0,,,,,,0.03151
VHCPW,,,,,,-80.0,,,,,,,,,,,,,,,,
VHUB,Consumer Defensive,Grocery Stores,65244836.0,,,-3.7259436,80.651535,,-0.68,,,,,0.31993,-64.89883,0.0,,0.677,,,,0.0
VIASP,Utilities,Utilities - Regulated Electric,,21.84359,,1.4320855,,,1.17,0.225,-0.461,0.23856,0.098950006,0.30563,0.15162,0.04132,89.461,2.545,10.64,,,0.0
VIAV,Technology,Communication Equipment,7274881024.0,,31.209053,8.721221,5.8493857,,-0.19,0.166,,-0.055370003,0.027090002,0.59532,0.10261,-0.033770002,86.448,2.612,,0.946,0.074,1.00831
VICR,Technology,Electronic Components,7465696768.0,63.042145,39.207275,10.46559,18.311697,,2.61,0.115,3.456,0.185,0.03808,0.52595,0.15100001,0.29079,1.008,8.992,,1.916,0.1117,0.62162
VIGI,,,,19.20193,,,,,,,,,,,,,,,2.04,,,
VINP,Financial Services,Asset Management,645716096.0,15.421875,8.066455,1.7043539,0.66064465,,0.64,0.059,26.869,0.10977,0.041339997,1.0,0.25763,0.22261,54.873,5.13,6.28,0.154,0.0043,0.15734
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",87425752.0,3.1999998,-21.333334,0.38379934,0.031676263,,0.4,0.421,18.847,0.13085,0.044439998,0.24660999,0.08043,0.06443,8.578,1.955,,0.355,0.0025,0.27016002
VIR,Healthcare,Biotechnology,1454283776.0,,-4.0437255,1.6584655,21.213078,,-3.16,4.178,,-0.45727003,-0.24359,0.0,-0.7492,0.0,12.786,5.539,,1.711,0.1277,0.70164
VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",93148344.0,22.73077,3.3579545,0.8196948,0.46126285,,0.26,-0.423,,0.03366,0.01676,0.40822,-0.03611,0.01912,36.784,3.981,1.69,0.25,0.0396,0.49444
VISN,Technology,Communication Equipment,3995186688.0,15.9639635,18.285006,-3.9404044,2.0683303,,1.11,,,,0.00704,0.49487,0.29139,1.18228,2669.192,3.876,,2.458,0.0669,0.90772
VITL,Consumer Defensive,Farm Products,650006272.0,10.076388,8.817667,1.8505293,0.8558976,,1.44,0.287,0.513,0.21361999,0.12581,0.37617,0.10026,0.08728,15.228,2.16,,1.207,0.2802,1.1012
VIVO,,,,,,,,,,,,,,,,,,,,,,
VIVS,Healthcare,Biotechnology,4381376.0,0.95454544,,0.9864944,30.854761,,1.76,0.083,,-0.51072,-1.3252001,0.0,-105.769226,0.0,18.284,2.441,,1.32,0.0127,0.080690004
VKTX,Healthcare,Biotechnology,3735870720.0,,-7.071938,5.807437,,,-3.19,,,-0.47341,-0.30275,0.0,0.0,0.0,0.021,9.334,,0.792,0.25120002,0.63187003
VLGEA,Consumer Defensive,Grocery Stores,599667648.0,10.641362,,1.1606328,0.25123334,,3.82,0.069,0.059,0.11441,0.04577,0.28318,0.03661,0.02369,63.705,1.225,2.46,0.481,0.0306,0.66574997
VLY,Financial Services,Banks - Regional,6541065216.0,11.613861,7.847256,0.8760268,3.546823,,1.01,0.383,0.667,0.07846,0.00944,0.0,0.46485,0.32424998,,,3.75,1.065,0.0647,0.89847
VLYPN,Financial Services,Banks - Regional,,,,1.8969306,,,,0.383,0.667,0.07846,0.00944,0.0,0.46485,0.32424998,,,8.12,1.065,,0.2591
VLYPO,Financial Services,Banks - Regional,3262890496.0,22.036036,,1.8267362,1.7692677,,1.11,0.383,0.667,0.07846,0.00944,0.0,0.46485,0.32424998,,,8.18,1.065,,0.19159001
VLYPP,Financial Services,Banks - Regional,3034734080.0,22.027027,,1.8259896,1.6455523,,1.11,0.383,0.667,0.07846,0.00944,0.0,0.46485,0.32424998,,,7.97,1.065,,0.38569
VMAR,Consumer Cyclical,Recreational Vehicles,2083092.0,,-0.023406874,0.061512195,0.07079763,,-329.47,152.535,,-4.60957,-0.20493999,0.30592,-0.20063,-0.84382004,811.205,1.114,,0.41,0.1232,0.012560001
VMBS,,,,,,,,,,,,,,,,,,,4.15,,,
VMD,Healthcare,Medical Devices,336228928.0,23.54054,21.775,2.3395112,1.2440022,,0.37,0.255,0.298,0.111090004,0.07254,0.57517,0.1153,0.05525,11.112,1.181,,1.226,0.0105,0.66836
VMET,Basic Materials,Other Precious Metals & Mining,1060630080.0,47.857143,,4.011976,30.51207,,0.21,4.652,,0.09132,0.07474,0.56543,1.3558,0.58491004,73.09,0.737,,,,0.0025600002
VNCE,Consumer Cyclical,Apparel Manufacturing,28946556.0,,6.7812505,0.54209346,0.0977099,,-1.48,0.062,-0.39,-0.33236,0.03607,0.49986,0.06385,-0.061979998,265.965,1.786,,0.572,0.0037,0.11205
VNDA,Healthcare,Biotechnology,420849184.0,,35.6,1.2861272,1.9474293,,-3.74,0.076,,-0.50934,-0.16500999,0.93964,-0.70527,-1.02022,3.858,2.392,,0.609,0.0763,0.72650003
VNET,Technology,Information Technology Services,2372808192.0,,41.39666,2.6314425,0.23849091,,-0.14,0.196,,-0.01723,0.01268,0.22037001,0.056939997,-0.025309999,319.12,0.92,,0.041,0.2385,0.54436
VNME,Financial Services,Shell Companies,252250000.0,,,776.1539,,,,,,,,0.0,0.0,0.0,,,,,0.0062,1.0763401
